Advertiser,Ad unit,Date,Creative size,Advertiser ID,Ad unit ID,Total impressions,Total clicks,Total CPM and CPC revenue (R$),Total average eCPM (R$),Total Active View % viewable impressions
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,480 x 360v,22250086,",10869286,11238766,21719551231,",3417,0,"R$2,92 ","R$0,85 ","9,60%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,480 x 361v,22250086,",10869286,11238766,21719551231,",9620,6,"R$3,90 ","R$0,41 ","13,26%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,Native,22250086,",10869286,11238766,21719551231,",184,0,"R$0,09 ","R$0,51 ","42,93%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » amp_stories (22722284733),10/1/2024,1 x 1,22250086,",10869286,11238766,21719551231,22722284733,",350,3,"R$0,78 ","R$2,22 ","34,96%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » anchor (22834993604),10/1/2024,110 x 195,22250086,",10869286,11238766,21719551231,22834993604,",89,1,"R$0,38 ","R$4,32 ","89,89%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724),10/1/2024,110 x 195,22250086,",10869286,11238766,21719551231,21798635724,",7279,17,"R$5,31 ","R$0,73 ","98,42%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724),10/1/2024,480 x 360v,22250086,",10869286,11238766,21719551231,21798635724,",308,9,"R$0,58 ","R$1,87 ","82,84%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724),10/1/2024,480 x 361v,22250086,",10869286,11238766,21719551231,21798635724,",665,8,"R$1,02 ","R$1,54 ","64,73%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724) » anchor (22835868507),10/1/2024,110 x 195,22250086,",10869286,11238766,21719551231,21798635724,22835868507,",1444,4,"R$1,66 ","R$1,15 ","99,17%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » app (23085685547),10/1/2024,300 x 250,22250086,",10869286,11238766,21719551231,23085685547,",228,3,"R$3,98 ","R$17,46 ","57,08%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » in-article (21814456428) » outstream (22691595906),10/1/2024,110 x 195,22250086,",10869286,11238766,21719551231,21814456428,22691595906,",6,0,"R$0,01 ","R$1,58 ","83,33%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » interstitial (23203410312),10/1/2024,110 x 195,22250086,",10869286,11238766,21719551231,23203410312,",12,2,"R$0,64 ","R$53,16 ","91,67%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722),10/1/2024,110 x 195,22250086,",10869286,11238766,23166879722,",118812,1465,"R$278,80 ","R$2,35 ","66,18%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » anchor (23197218187),10/1/2024,110 x 195,22250086,",10869286,11238766,23166879722,23197218187,",70875,543,"R$145,28 ","R$2,05 ","91,35%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » in-article (23198148525),10/1/2024,110 x 195,22250086,",10869286,11238766,23166879722,23198148525,",590,4,"R$0,89 ","R$1,51 ","81,83%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » interstitial (23203901141),10/1/2024,110 x 195,22250086,",10869286,11238766,23166879722,23203901141,",1939,361,"R$63,78 ","R$32,90 ","89,05%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,110 x 195,22250086,",10869286,11238766,17743246,",6060,38,"R$9,22 ","R$1,52 ","74,39%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,480 x 360v,22250086,",10869286,11238766,17743246,",6,1,"R$0,01 ","R$1,04 ","40,00%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,480 x 361v,22250086,",10869286,11238766,17743246,",3,0,"R$0,00 ","R$0,81 ","33,33%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,640 x 480v,22250086,",10869286,11238766,17743246,",41,0,"R$0,10 ","R$2,32 ","41,03%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,Native,22250086,",10869286,11238766,17743246,",42,1,"R$0,04 ","R$0,97 ","47,62%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » amp_stories (22722750983),10/1/2024,1 x 1,22250086,",10869286,11238766,17743246,22722750983,",66,0,"R$0,10 ","R$1,58 ","45,45%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » anchor (22834637230),10/1/2024,110 x 195,22250086,",10869286,11238766,17743246,22834637230,",2439,21,"R$4,22 ","R$1,73 ","73,55%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » aovivo (21813304676),10/1/2024,480 x 360v,22250086,",10869286,11238766,17743246,21813304676,",101,4,"R$0,20 ","R$2,03 ","94,06%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » aovivo (21813304676),10/1/2024,480 x 361v,22250086,",10869286,11238766,17743246,21813304676,",159,7,"R$0,39 ","R$2,47 ","90,51%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » interstitial (23196688294),10/1/2024,110 x 195,22250086,",10869286,11238766,17743246,23196688294,",28,6,"R$0,30 ","R$10,60 ","92,00%"
DoubleClick Ad Exchange (AdX),parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » story (22871016841),10/1/2024,110 x 195,22250086,",10869286,11238766,17743246,22871016841,",4,0,"R$0,02 ","R$4,24 ","75,00%"
DoubleClick Ad Exchange (AdX),parceiros_mobile (12014326) » ne_10 (21240886),10/1/2024,480 x 360v,22250086,",12014326,21240886,",1,0,"R$0,00 ","R$2,77 ","100,00%"
DoubleClick Ad Exchange (AdX),parceiros_mobile (12014326) » ne_10 (21240886),10/1/2024,640 x 480v,22250086,",12014326,21240886,",4,0,"R$0,02 ","R$4,61 ","100,00%"
DoubleClick Ad Exchange (AdX),parceiros_mobile (12014326) » ne_10 (21240886) » tv_jornal (21818538935),10/1/2024,480 x 360v,22250086,",12014326,21240886,21818538935,",11,0,"R$0,01 ","R$1,24 ","70,00%"
DoubleClick Ad Exchange (AdX),parceiros_mobile (12014326) » ne_10 (21240886) » tv_jornal (21818538935),10/1/2024,480 x 361v,22250086,",12014326,21240886,21818538935,",9,0,"R$0,01 ","R$0,81 ","44,44%"
DoubleClick Ad Exchange (AdX),parceiros_mobile (12014326) » ne_10 (21240886) » tv_jornal (21818538935),10/1/2024,640 x 480v,22250086,",12014326,21240886,21818538935,",118,2,"R$0,25 ","R$2,11 ","57,89%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,300 x 250,5308111117,",10869286,11238766,21723566961,",1,0,"R$0,01 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,300 x 50,5308111117,",10869286,11238766,21723566961,",1,0,"R$0,01 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,320 x 50,5308111117,",10869286,11238766,21723566961,",3,0,"R$0,02 ","R$5,04 ","33,33%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,480 x 360v,5308111117,",10869286,11238766,21723566961,",12,0,"R$0,38 ","R$31,56 ","33,33%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » home (21723566961),10/1/2024,480 x 361v,5308111117,",10869286,11238766,21723566961,",19,0,"R$0,60 ","R$31,56 ","26,32%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » home (21723566961) » in-article (21814819361),10/1/2024,480 x 360v,5308111117,",10869286,11238766,21723566961,21814819361,",31,0,"R$0,98 ","R$31,56 ","60,71%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/1/2024,300 x 250,5308111117,",10869286,11238766,21737767482,",2,0,"R$0,01 ","R$5,04 ","50,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/1/2024,300 x 50,5308111117,",10869286,11238766,21737767482,",19,0,"R$0,10 ","R$5,04 ","15,79%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » interior (21737767482),10/1/2024,320 x 50,5308111117,",10869286,11238766,21737767482,",30,0,"R$0,15 ","R$5,04 ","13,33%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),10/1/2024,300 x 50,5308111117,",10869286,11238766,21737767482,22834637125,",4,0,"R$0,02 ","R$5,04 ","75,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),10/1/2024,320 x 100,5308111117,",10869286,11238766,21737767482,22834637125,",3,0,"R$0,02 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » anchor (22834637125),10/1/2024,320 x 50,5308111117,",10869286,11238766,21737767482,22834637125,",3,0,"R$0,02 ","R$5,04 ","66,67%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » edicase (23201951482) » anchor (23202852290),10/1/2024,320 x 50,5308111117,",10869286,11238766,21737767482,23201951482,23202852290,",1,0,"R$0,01 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » interior (21737767482) » in-article (21823750911),10/1/2024,480 x 360v,5308111117,",10869286,11238766,21737767482,21823750911,",3,0,"R$0,09 ","R$31,56 ","66,67%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » interstitial (23203900412),10/1/2024,300 x 250,5308111117,",10869286,11238766,23203900412,",2,0,"R$0,01 ","R$5,04 ","50,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,300 x 250,5308111117,",10869286,11238766,21268726,",10,0,"R$0,05 ","R$5,04 ","60,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,300 x 50,5308111117,",10869286,11238766,21268726,",2,0,"R$0,01 ","R$5,04 ","50,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,300 x 600,5308111117,",10869286,11238766,21268726,",2,0,"R$0,01 ","R$5,04 ","50,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,320 x 50,5308111117,",10869286,11238766,21268726,",21,0,"R$0,11 ","R$5,04 ","75,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,728 x 90,5308111117,",10869286,11238766,21268726,",1,0,"R$0,01 ","R$5,04 ","0,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726),10/1/2024,970 x 90,5308111117,",10869286,11238766,21268726,",3,0,"R$0,02 ","R$5,04 ","0,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » anchor (22834992269),10/1/2024,300 x 50,5308111117,",10869286,11238766,21268726,22834992269,",9,0,"R$0,05 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » anchor (22834992269),10/1/2024,320 x 100,5308111117,",10869286,11238766,21268726,22834992269,",7,0,"R$0,04 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » anchor (22834992269),10/1/2024,320 x 50,5308111117,",10869286,11238766,21268726,22834992269,",6,0,"R$0,03 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,300 x 250,5308111117,",10869286,11238766,21268726,21725415585,22503128490,",422,0,"R$2,13 ","R$5,04 ","63,51%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,300 x 600,5308111117,",10869286,11238766,21268726,21725415585,22503128490,",9,0,"R$0,05 ","R$5,04 ","0,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,320 x 50,5308111117,",10869286,11238766,21268726,21725415585,22503128490,",78,0,"R$0,39 ","R$5,04 ","35,90%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,728 x 90,5308111117,",10869286,11238766,21268726,21725415585,22503128490,",6,0,"R$0,03 ","R$5,04 ","66,67%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,970 x 250,5308111117,",10869286,11238766,21268726,21725415585,22503128490,",7,0,"R$0,04 ","R$5,04 ","85,71%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),10/1/2024,970 x 90,5308111117,",10869286,11238766,21268726,21725415585,22503128490,",6,0,"R$0,03 ","R$5,04 ","50,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),10/1/2024,300 x 50,5308111117,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",109,0,"R$0,55 ","R$5,04 ","93,58%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),10/1/2024,320 x 100,5308111117,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",99,0,"R$0,50 ","R$5,04 ","88,89%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),10/1/2024,320 x 50,5308111117,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",77,0,"R$0,39 ","R$5,04 ","85,71%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),10/1/2024,728 x 90,5308111117,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",16,0,"R$0,08 ","R$5,04 ","62,50%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » in-article (22503434018),10/1/2024,480 x 360v,5308111117,",10869286,11238766,21268726,21725415585,22503128490,22503434018,",3,0,"R$0,09 ","R$31,56 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » interstitial (23203901387),10/1/2024,300 x 250,5308111117,",10869286,11238766,21268726,21725415585,22503128490,23203901387,",47,0,"R$0,24 ","R$5,04 ","4,26%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,300 x 250,5308111117,",10869286,11238766,21268726,21725415585,22462745544,",18,0,"R$0,09 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,300 x 50,5308111117,",10869286,11238766,21268726,21725415585,22462745544,",3,0,"R$0,02 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,320 x 100,5308111117,",10869286,11238766,21268726,21725415585,22462745544,",1,0,"R$0,01 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),10/1/2024,320 x 50,5308111117,",10869286,11238766,21268726,21725415585,22462745544,",3,0,"R$0,02 ","R$5,04 ","0,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » in-article (21814348402),10/1/2024,480 x 360v,5308111117,",10869286,11238766,21268726,21814348402,",12,0,"R$0,38 ","R$31,56 ","110,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,480 x 360v,5308111117,",10869286,11238766,21719551231,",1184,0,"R$37,37 ","R$31,56 ","14,17%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231),10/1/2024,480 x 361v,5308111117,",10869286,11238766,21719551231,",2385,0,"R$75,27 ","R$31,56 ","13,83%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724),10/1/2024,320 x 50,5308111117,",10869286,11238766,21719551231,21798635724,",10,0,"R$0,05 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724),10/1/2024,480 x 360v,5308111117,",10869286,11238766,21719551231,21798635724,",6,0,"R$0,19 ","R$31,56 ","50,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » radio_jornal (21719551231) » aovivo (21798635724),10/1/2024,480 x 361v,5308111117,",10869286,11238766,21719551231,21798635724,",20,0,"R$0,63 ","R$31,56 ","33,33%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722),10/1/2024,300 x 250,5308111117,",10869286,11238766,23166879722,",3,0,"R$0,02 ","R$5,04 ","0,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722),10/1/2024,320 x 50,5308111117,",10869286,11238766,23166879722,",47,0,"R$0,24 ","R$5,04 ","46,81%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » anchor (23197218187),10/1/2024,300 x 50,5308111117,",10869286,11238766,23166879722,23197218187,",64,0,"R$0,32 ","R$5,04 ","95,31%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » anchor (23197218187),10/1/2024,320 x 100,5308111117,",10869286,11238766,23166879722,23197218187,",43,0,"R$0,22 ","R$5,04 ","95,35%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » anchor (23197218187),10/1/2024,320 x 50,5308111117,",10869286,11238766,23166879722,23197218187,",46,0,"R$0,23 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » anchor (23197218187),10/1/2024,728 x 90,5308111117,",10869286,11238766,23166879722,23197218187,",12,0,"R$0,06 ","R$5,04 ","91,67%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » anchor (23197218187),10/1/2024,970 x 90,5308111117,",10869286,11238766,23166879722,23197218187,",8,0,"R$0,04 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » receita_boa (23166879722) » interstitial (23203901141),10/1/2024,300 x 250,5308111117,",10869286,11238766,23166879722,23203901141,",2,0,"R$0,01 ","R$5,04 ","0,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,300 x 250,5308111117,",10869286,11238766,17743246,",1,0,"R$0,01 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,320 x 50,5308111117,",10869286,11238766,17743246,",56,0,"R$0,28 ","R$5,04 ","87,50%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,480 x 360v,5308111117,",10869286,11238766,17743246,",1,0,"R$0,03 ","R$31,56 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,480 x 361v,5308111117,",10869286,11238766,17743246,",1,0,"R$0,03 ","R$31,56 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246),10/1/2024,640 x 480v,5308111117,",10869286,11238766,17743246,",2,0,"R$0,06 ","R$31,56 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » anchor (22834637230),10/1/2024,300 x 50,5308111117,",10869286,11238766,17743246,22834637230,",5,0,"R$0,03 ","R$5,04 ","80,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » anchor (22834637230),10/1/2024,320 x 100,5308111117,",10869286,11238766,17743246,22834637230,",4,0,"R$0,02 ","R$5,04 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » anchor (22834637230),10/1/2024,320 x 50,5308111117,",10869286,11238766,17743246,22834637230,",3,0,"R$0,02 ","R$5,04 ","66,67%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » aovivo (21813304676),10/1/2024,480 x 360v,5308111117,",10869286,11238766,17743246,21813304676,",4,0,"R$0,13 ","R$31,56 ","100,00%"
FLORA DISTRIBUIDORA DE PRODUTOS DE HIGIENE E LIMPEZA LTDA/0004-37,parceiros (10869286) » ne_10 (11238766) » tv_jornal (17743246) » aovivo (21813304676),10/1/2024,480 x 361v,5308111117,",10869286,11238766,17743246,21813304676,",17,0,"R$0,54 ","R$31,56 ","70,59%"
