Anunciante,Bloco de anúncios,Data,Tamanho do criativo,ID do anunciante,ID do bloco de anúncios,Total de impressões,Total de cliques,Receita total de CPM e de CPC (R$)
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » jamildo (22475149105) » in-article (22475135310),2/3/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22475149105,22475135310,",1114,7,"R$2,85 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » jamildo (22475149105) » in-article (22475135310),2/4/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22475149105,22475135310,",732,3,"R$2,09 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » jamildo (22475149105) » in-article (22475135310),2/5/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22475149105,22475135310,",2751,10,"R$5,75 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » oviral (21725355524) » in-article (21823751460),2/1/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,21725355524,21823751460,",3,0,"R$0,00 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » oviral (21725355524) » in-article (21823751460),2/4/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,21725355524,21823751460,",6,0,"R$0,03 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » oviral (21725355524) » in-article (21823751460),2/5/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,21725355524,21823751460,",2,0,"R$0,00 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » meupet (22672700745) » in-article (22673286989),2/2/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22672700745,22673286989,",5,0,"R$0,03 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » meupet (22672700745) » in-article (22673286989),2/3/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22672700745,22673286989,",2,0,"R$0,00 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » meupet (22672700745) » in-article (22673286989),2/4/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22672700745,22673286989,",2,0,"R$0,00 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » meupet (22672700745) » in-article (22673286989),2/5/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22672700745,22673286989,",8,0,"R$0,02 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » o-viral (22667687894),2/1/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22667687894,",27,0,"R$0,02 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » o-viral (22667687894),2/2/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22667687894,",54,0,"R$0,07 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » o-viral (22667687894),2/3/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22667687894,",79,0,"R$0,08 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » o-viral (22667687894),2/4/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22667687894,",94,0,"R$0,12 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » o-viral (22667687894),2/5/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22667687894,",36,0,"R$0,04 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),2/1/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,",27276,0,"R$32,79 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),2/2/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,",40563,0,"R$53,51 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),2/3/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,",65046,0,"R$88,63 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),2/4/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,",39156,0,"R$49,00 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490),2/5/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,",105968,5,"R$169,04 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » amp_stories (22722733856),2/1/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22722733856,",28,0,"R$0,04 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » amp_stories (22722733856),2/2/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22722733856,",27,0,"R$0,07 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » amp_stories (22722733856),2/3/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22722733856,",46,0,"R$0,06 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » amp_stories (22722733856),2/4/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22722733856,",66,0,"R$0,10 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » amp_stories (22722733856),2/5/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22722733856,",43,0,"R$0,06 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),2/1/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",2260,3,"R$2,99 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),2/2/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",2237,5,"R$3,27 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),2/3/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",1332,1,"R$1,88 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),2/4/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",1467,3,"R$2,75 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » anchor (22835572852),2/5/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22835572852,",10041,21,"R$13,54 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » in-article (22503434018),2/1/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22503434018,",116,0,"R$0,44 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » in-article (22503434018),2/2/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22503434018,",216,1,"R$0,61 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » in-article (22503434018),2/3/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22503434018,",238,3,"R$0,92 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » in-article (22503434018),2/4/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22503434018,",140,2,"R$0,52 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » social1 (22503128490) » in-article (22503434018),2/5/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22503128490,22503434018,",4509,48,"R$9,31 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),2/1/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22462745544,",10069,1,"R$15,69 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),2/2/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22462745544,",9833,0,"R$15,29 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),2/3/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22462745544,",18355,5,"R$31,00 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),2/4/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22462745544,",29025,4,"R$52,00 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544),2/5/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22462745544,",3159,0,"R$6,66 "
-,parceiros (10869286) » ne_10 (11238766) » jornal_do_commercio (21268726) » blog (21725415585) » torcedor (22462745544) » amp_stories (22722409933),2/1/2024,0 x 0,-1,",10869286,11238766,21268726,21725415585,22462745544,22722409933,",1,0,"R$0,00 "
